package,app,category,description,downloads,price,num_ratings,rating
androidcap.dailyyoga.back,"Daily Yoga for Back (Free)","Health & Fitness","Daily Yoga for Back Buildup - 10-Min Dynamic Yoga Class on Android! ************************************ About the newly changed permission Read Phone State This permission is for when a phone call comes both the animation and sound will pause until the call is ended. ************************************ Daily Yoga is a series of Yoga exercises to train different parts of your body. Comprehensive training for both men and women aims to offer a physical boost-up through regular Yoga exercises. Daily Yoga for Back Buildup includes back muscles and fit figure building routine based on 19 yoga asanas, with an average 10-minute training duration. Demonstration animation is available to guide you through the whole sequence. Detailed instructions are displayed on semi-transparent windows which could help you become more active in Yoga Learning. How does Daily Yoga practice actually build your back? Yoga practices advocates an all-around training with correct postures, healthy breathing and rational arrangement of movements. Modern people tend to suffer from hunch back and round shoulders caused by sedentary habits, as well as constant backache. Daily Yoga for Back Buildup tends to: - Build and strengthen your back muscles group, correct hunch back and cultivate good standing and sitting habits. - Activate the whole body with full hot stretching, effectively burning fats. - Relax back muscles; also alleviate waist and back pains. - Enhance flexibility of your spine by constant stretching, boosting your immunity as well. - Promote balancing, attention focus and stress relief. Yoga is a practice that emphasizes strength and flexibility but no harm to the body. It depends on yoga learners' own wish to decide whether the exercises are moderate or intense. So you should stretch to the point of mild discomfort, not to the point of pain. With daily yoga routines you will soon find surprising improvements of your skills as well as physical enhancement. Notable Features of Daily Yoga for Toning Abs - Demonstration animation, voice narration and rythmic music to guide you through the whole sequence! - 10-minute back building routine - Check out the beginner guidance - An all-around training with entering and returning poses - We provide users with timely reply to any query about your learning process. Contact us via email for consulting our Yoga advisors with your questions and suggestions. kw: yoga movements positions poses back muscles fit figure building body stretch correct postures train muscles burn fats stress relief relaxation refreshment health fitness android applications apps","100,000 - 500,000",0,610,4.1
androidcap.myyoga,"Yoga Workout Planner","Health & Fitness","Yoga Workout Planner - Get the Well-arranged Yoga Session Plans on Your Droid! Yoga Workout Planner is a comprehensive yoga app embedded with animated yoga classes on your Droid. Every position will be demonstrated in animation, along with detailed instructions and voice narration. Every session is well arranged by our certified yoga instructor and the postures will be shown one by one with a timer to guide you through the whole sequence. Also you will be accompanied by soft voice guide and graceful background music to enjoy your yoga class on Droid. Notable features of Yoga Workout Planner are listed below. - We aim to publish a series of yoga sessions with various training targets on a regular basis. Now the four session plugins have already been released. - Professional yoga sessions with different training focuses are well arranged to different durations (15 mins and 30mins basic sessions now available). - Users can enjoy a vivid yoga class with the animation shown one after another, along with voice narration and background music. A timer is also set to help you focus attention without concerning the time past. - Never mind the internal storage on your phone. Every session except Sun Salutation of Yoga Workout Planner is an independent plug-in. You choose the one you want to have and download the session pack from Market. In this case both sessions and related asanas will be written to library within the app and stored in your SD card. kw: yoga movements positions poses abs muscles abdominal body stretch correct postures train muscle burn fats stress relief relaxation refreshment health fitness android applications android apps","100,000 - 500,000",0,174,4.4
androidcap.yogaplug.seated,"Yoga Plugin","Health & Fitness","*This application will not open by itself. You are required to first get the main application Yoga Workout Planner installed: https://market.android.com/details?id=androidcap.myyoga&feature=search_result This is a plugin for Yoga Workout Planner. You need to first install Yoga Workout Planner and install this .apk file to your phone so that you could get a new Basic Seated Session. The training target of 30-min Basic Seated Session is to enhance the flexibility of your joints and reduce fats in your waist and abs. This session is embedded with a series of seated postures including various forward bends, backward bends and torso stretches. In this session high attention focus is much required to enjoy a comfortable stretching. As forward bends and backward bends all bring about active movements in the abs region, these postures can well reduce fats in your waist and abs. Besides they could promote the digestion and excretion of your body, which are essential in weight loss as well. The organs in your abs area will benefit a lot from this session. Your kidney, adrenal gland and intestine will function much better after constantly practicing the asanas included. These organs count for both the absorption of nutrition and your self-adjustment to the surroundings. Your respiratory system will be boosted up by more conscious control of your breathing.","50,000 - 100,000",0,70,4.3
androidcap.yogaplug.slimyogai,"Yoga Plugin","Health & Fitness","*This application will not open by itself. You are required to first get the main application Yoga Workout Planner installed: https://market.android.com/details?id=androidcap.myyoga&feature=search_result This is a plugin for Yoga Workout Planner. You need to first install Yoga Workout Planner and install this .apk file to your phone so that you could get a new Slim Yoga Session I. The Slim Yoga Session I aims to help you burn fats and lose weight via comparatively intensive warm-ups, stretching and balancing postures. This is kind of a challenging session which advocates both muscular endurance and attention focus. As the sequence requires you to do two sets of Sun Salutation with four new legs toning asanas added, you will be quickly warmed up and activated, much easier to do the incoming challenging postures. Also the asanas embedded are mostly standing postures, so that your legs will be nicely toned. All the way accompanied by several balancing poses, you are to better learn how weight is transffered for you to stay in poses much longer. All the forward bends are extremely beneficial for the organs in your abs region. And all the balancing poses are for those who are easily distracted to focus and calm down.","10,000 - 50,000",0,49,4.3
androidcap.yogaplug.standing,"Yoga Plugin","Health & Fitness","*This application will not open by itself. You might need to first get the main application Yoga Workout Planner installed: https://market.android.com/details?id=androidcap.myyoga&feature=search_result This is a plugin for Yoga Workout Planner. You need to first install Yoga Workout Planner and install this .apk file on your phone so that you could get a new session. The Basic Standing Session provides a series of well-arranged basic standing, kneeling and torso twisted asanas to help you manage the first part of your basic yoga learning. As for a fit body shape, this session tones your legs through training the muscular endurance. With various back stretching asanas, it reduces fats in your waist and back while relieving relative pains. Standing postures also enhance flexibility of your spine for its healthy growth. To benefit your inner well-being, this session will boost your sexual glands and oxgens including the ovary and prostate, with torso twisted asanas promoting better digestion and excretion. We aim to provide you the most suitable yoga exercises which should begin with the fundamental training. Only when you judge well the basic asanas can you get into the more complex ones. All the sessions in Yoga Workout Planner are designed by our certified yoga instructor, who lays his teaching focus on a safe yoga training to care for the healthy growth of your spine in addition to physical fitness.","50,000 - 100,000",0,92,4
anet.Call,ANET??????????????????,Communication,"???????????? 013???????????????????????? ????????? ???, ?????????????????? ????????????????????? ?????? ????????? ???????????? ???????????? ????????? ????????? ??????????????? ???????????? ?????? voip??? ????????? ???????????? ???????????? ??????????????? ??????, ??????, ?????????, ??????, ??????, ?????????, ????????? ???????????????, ?????????????????????, ??????, ???????????? ????????? ??????. ?????????????????? ????????????????????? ????????? ????????? ??? ?????????, ?????? ??????????????? ?????? ?????? ????????? ?????? ???????????? ?????? ????????? ?????? 3000???????????? 1?????? ????????? ???????????? ????????????????????? ???30???, ????????????????????? ???40???, ???????????? ???120???, ???????????? ???25??? ??? ????????? ??????????????? 3000?????????????????? ????????????????????? ????????? ??? ????????????. ???????????????????????? ?????? ???????????????. ???????????????????????? ???????????? ????????? ????????? ?????????????????? ARS????????? ??????????????? ?????????????????? ????????? ????????????. ????????? ????????? 032-507-4884??? ??????????????????. (?????? ?????? ??? ????????? ????????? ??? ?????? ????????? ????????????) --------------------------------------------------- ???????????? ???????????? ?????? [????????? ????????????] ??????,??????,?????????,?????????,??????,??????,???,?????????,????????????,?????????, ???????????????,????????? ??????????????????,???????????????,??????????????? ??????, ???????????? ?????????,????????????,????????????,??????,????????????,??????????????????, ?????????, [?????? ????????????] ????????????,?????????,????????????,????????????,??????,?????????,???????????? ?????????, ??????,????????????,????????????,???????????????,???????????????,?????????,??????, ???????????????,?????????,?????????,?????????,???????????????,???????????????,???????????????, ???????????????,????????????,??????,??????,??????,???????????????,????????????,???????????????,????????????,??????,??????????????? ?????????,?????????,????????????,???????????? ??????,????????????,?????????,?????????,?????????,?????? [?????? ??????????????????] ??????????????? ?????????,????????????,????????????,?????????,?????????,?????????,????????????,?????????,????????????,?????????,???????????????,????????????,???????????????,??????, ??????????????????,?????????,????????????,???????????????,???????????????,???????????? [?????? ??????????????????] ?????????,????????????,???????????????,?????????,???????????????,????????????,??????, ????????????,?????????,????????????,???????????????,???????????? ----------------------------------------------------------- ???????????? ????????? ?????? ?????? ???. ?????? ????????? ????????? ????????? ????????? ????????? ???. ??????????????? ????????? ??????????????? ????????? ????????? ???. ????????? ???????????? ????????? ??????????????? ?????? ????????? (??????) ?????????????????? / ???????????? / ??????????????? ????????? ????????? ?????? ?????? ?????? : 001(??????????????????) 1(????????????) 3301568523(????????????) * ?????????????????? : 001, 002, 00700, 00365 ??? ???????????? ????????? ??? ??? ????????? ????????????????????? ??? ????????? ????????? ???????????? * ???????????? : ???????????? ??? ?????? ?????? ??????????????? ??????(1), ??????(86), ??????(81) ??? ??? ????????? ?????? ????????? ?????????????????? ????????????. * ????????????????????? : ??????????????? ????????? ????????? ??????????????? ???????????????. ??????????????? ??????????????? ???????????? ?????? ????????? (????????? ?????? ????????? ?????? ??? ??????????????? ????????? ?????????????????? ????????? ??? ????????????. ?????????????????? 0??? ?????? 24???????????? ????????? ??? ???????????? ????????? ??? ?????????, ?????????????????? ????????? ?????? ?????? ??????????????? ????????? ???????????????. ???, ?????? ????????? ?????? ????????? ?????? ?????? ????????? ???????????? ???????????? ???????????? ????????????) 2.?????? ??? ?????? ?????? ???. ?????? ????????? ?????? 5~10??? ?????? ????????? ??? ????????????. ???. ???????????? ?????? ????????? ????????? ????????? ??????, 4-5??? ?????? ?????? ?????? ????????? ????????? ?????? ??????????????? ???. ?????? ??????, ?????????????????? ????????? ?????? ????????? ????????? ?????? ??? ANET?????????????????? ?????? ??? ????????? ????????? ????????? ????????????(?????? ?????? ??? ???????????? ???????????? ?????? 032-507-4884)??? ??????????????? ???. ?????? ????????? ??????????????? ?????? ?????? ??? ????????? ???????????? ?????? ????????? ???????????? ?????? ????????? ??????????????? ??????????????? ???????????? ????????? ???????????? 3. ???????????? ????????? ???. ?????? ????????? ????????? ????????? ????????? ????????? ???. ??????????????? ????????? ??????????????? ????????? ????????? ???. ????????? ???????????? ????????? ??????????????? ?????? ????????? ???. ????????? ???????????? ?????? ????????? ?????????. ?????? ???????????? ????????? ????????? ????????? ?????????. ??????????????? : ??????????????????,??????????????????,??????????????????,?????????,??????????????????,????????????,????????????????????????,????????????,????????????,??????????????????,????????????,???????????????,??????,??????,??????,??????????????????, ??????????????????, ??????????????????, ????????? ????????????, ?????? ????????????, ?????????????????????, ??????????????????, ??????????????????, ????????????, ??????????????????, ????????????","100,000 - 500,000",0,165,4.3
app.idioms,"English Idioms",Education,"Learn 150 English Idioms the fun way. Includes notes and exercise. REQUIRES: Android 2.2 Phone. REQUIRES: Adobe AIR - User will be prompted to download. This application features 150 English Idioms for you to learn the fun way. Includes Game, Notes and Glossary. Great for ESL students!","10,000 - 50,000",0,40,4.2
appinventor.ai_aabutera.FiMSoundboard,"FiM Soundboard","Music & Audio","Presenting the My Little Pony: Friendship is Magic soundboard, a must have for any Brony's phone. Including all the best quotes from all your favorite characters! If you want a quote added, or have any comments/suggestions shoot me a mail at lord.blaze.brony@gmail.com. All images/sounds are property of Hasbro and Lauren Faust. Note: I'm working on push to assign as notifications, I have to work around some restrictions first.","10,000 - 50,000",0,479,4.8
appinventor.ai_benny_gold1976.slap_my_ass,"Spank me",Casual,"Well we thought hard on the subject of what we should write about Spank me (or pet me) application, and after long debates and hours of philosophical discussion we came up with this : If you???re a guy, and you like girls, you probably should download this application tag: spank , spanking , smack , slap , sexy , booty , girl You most be 18 or more to install this app","10,000 - 50,000",0,46,2.7
appinventor.ai_benspersonalfitness.ArmAndShoulderTrainerFree,"Arm And Shoulder Trainer Free","Health & Fitness","Arm and Shoulder Trainer is an app designed for building, toning, or strengthening arms and shoulders. Designed by a personal trainer, this free version app provides two workouts with eighteen exercises. The full version provides 3 workouts and 27 exercises total. Simply follow along with a workout routine 2-3 times a week and be on your way to building stronger, better arms. This app is great for those looking for an arm and shoulder routine to follow. It is like having a trainer to tell you what exercises are next! The design and layout are very simple and easy to use. Each exercise includes a starting and ending position picture, along with a quick description on how to execute each exercise. A single routine can easily be done in less than 15 minutes. Dumbbells are required for this app. A stopwatch and countdown timer of 25, 30, and 40 seconds are included in the app. Combine with my other workout trainers for the ultimate workout! Look for these other great low cost workout apps on the market: - Core Trainer - Boot Camp Trainer - Circuit Trainer","5,000 - 10,000",0,3,4.7
appinventor.ai_benspersonalfitness.BootCampTrainerFree,"Boot Camp Trainer Free","Health & Fitness","*Full version includes 27 exercises and 3 workout routines.* If you have seen Boot Camp classes at gyms or in the local area, and want the same type of workout for a whole lot less and at your own time, then this app is for you! With Boot Camp classes normally costing $75-$150+ a month, Boot Camp Trainer will save you money and give you more ideas for a great cardio workout. Boot Camp Trainer is an intense cardio exercise app that is designed for those seeking a highly effective full body cardio workout. Designed by a personal trainer, this free version app provides one workout with nine exercises. The full version provides 3 different kinds of workouts and 27 exercises total. These exercises will help make you stronger and have better endurance. These exercises have been specifically selected and categorized from various boot camp classes of my own. I have been teaching boot camp classes for several months to people of many different fitness levels. The design and layout are very simple and easy to use. Each exercise includes a starting and ending position picture, along with a quick description on how to execute each exercise. A stopwatch and countdown timer of 30, 45, and 60 seconds are included in the app. The full version of Boot Camp Trainer has three routines to choose from: Basic Boot Camp, Advanced Boot Camp, and Towel Boot Camp. These workouts do not require any weights, just a couple towels and a smooth floor if you choose the Towel Boot Camp. Combine with my other workout trainers for the ultimate workout! Look for these other great low cost workout apps on the market: - Arm And Shoulder Trainer - Core Trainer - Circuit Trainer","10,000 - 50,000",0,2,3
appinventor.ai_benspersonalfitness.CircuitTrainerFree,"Full Body Circuit Trainer Free","Health & Fitness","Circuit Trainer is a full body workout app designed to work major muscles. Designed by a personal trainer, this free version app provides two workouts with eighteen exercises. The full version provides 3 workouts and 27 exercises total. Simply follow along with a workout routine and be on your way to building a stronger, healthier body. This app is great for those looking for a full body routine to follow. It is like having a trainer to tell you what exercises are next! The design and layout are very simple and easy to use. Each exercise includes a starting and ending position picture, along with a quick description on how to execute each exercise. A single routine can easily be done in less than 15 minutes. Dumbbells are required for this app. A stopwatch and countdown timer of 30, 45, or 60 seconds are included in the app. Combine with my other workout trainers for the ultimate workout! Look for these other great low cost workout apps on the market: - Core Trainer - Boot Camp Trainer - Arm And Shoulder Trainer","10,000 - 50,000",0,2,5
appinventor.ai_benspersonalfitness.CoreTrainerFree,"Core Trainer Free","Health & Fitness","Core Trainer is an everyday exercise app, designed by a certified personal trainer, that is used for building and toning up your core. Designed by a personal trainer, this app will help develop your abs, strengthen your hips, and tone up your butt and waist! This app is great for those looking for an entire core routine to follow. It is like having a trainer to tell you what exercises are next! The design and layout are very simple and easy to use. Each exercise includes a starting and ending position picture, along with a quick description on how to execute each exercise. A single routine can easily be done in less than 15 minutes and no weights are required! A stopwatch and countdown timer of 30, 45, and 60 seconds are included in the app. Combine with my other workout trainers for the ultimate workout! Look for these other great low cost workout apps on the market: - Boot Camp Trainer - Arm And Shoulder Trainer - Circuit Trainer","10,000 - 50,000",0,15,4.2
appinventor.ai_chett16kelly.Weight_Watchers_ProPoints,"WeightWatchers ProPoints Free","Health & Fitness","A simple calculator for the WeightWatchers ProPoints system. Please contact me with any questions or suggestions. Donate version available if you like this app!","100,000 - 500,000",0,94,4.2
appinventor.ai_ka5yth.StJohnsProtocols_v5,"Mercy St John's EMS protocols",Medical,"Protocols, Procedures, Drugs, & Policies for Mercy St John's, Springfield, MO Choose topic below. Be patient, the first time you click each category it has to load that database. Subsequent clicks will be quicker. Your selection will display here. Protocol approval date: January 10th, 2010. App version: (v5) Febraury 9th, 2011. This app was developed by Theron Becker for reference during St John's Paramedic Class of 2011. All information is directly copied (typos and all) from approved protocols without alteration. It is designed as a study aid and not to replace approved protocols. It is free for use by anyone and may be downloaded at http://www.beckerteam.org/StJohnsProtocols.apk. Please contact the author with questions, errors, or suggestions. Additionally, to be notified of updates, please send your email address (I won't use it for anything else).","1,000 - 5,000",0,2,4
